Date,Item_label,Region,Price,,,,
01/02/2024,"Evaporated tinned milk(peak), 170g",SOUTH EAST,660.426603,,,,
01/02/2024,"Evaporated tinned milk(peak), 170g",SOUTH SOUTH,697.1805556,,,,
01/02/2024,"Evaporated tinned milk(peak), 170g",SOUTH WEST,550,,,,
01/02/2024,Frozen chicken,NORTH CENTRAL,4667.336313,,,,
01/02/2024,Frozen chicken,NORTH EAST,3738.731746,,,,
01/02/2024,Frozen chicken,NORTH WEST,3805.761905,,,,
01/02/2024,Frozen chicken,SOUTH EAST,6503.638693,,,,
01/02/2024,Frozen chicken,SOUTH SOUTH,3923.611111,,,,
01/02/2024,Frozen chicken,SOUTH WEST,3985.833333,,,,
01/02/2024,"Gari white,sold loose",NORTH CENTRAL,638.8804802,,,,
01/02/2024,"Gari white,sold loose",NORTH EAST,708.7451246,,,,
01/02/2024,"Gari white,sold loose",NORTH WEST,718.5094732,,,,
01/02/2024,"Gari white,sold loose",SOUTH EAST,788.2782443,,,,
01/02/2024,"Gari white,sold loose",SOUTH SOUTH,760.2334097,,,,
01/02/2024,"Gari white,sold loose",SOUTH WEST,751.7698095,,,,
01/02/2024,"Gari yellow,sold loose",NORTH CENTRAL,655.2619326,,,,
01/02/2024,"Gari yellow,sold loose",NORTH EAST,696.6289788,,,,
01/02/2024,"Gari yellow,sold loose",NORTH WEST,755.0643485,,,,
01/02/2024,"Gari yellow,sold loose",SOUTH EAST,871.9857687,,,,
01/02/2024,"Gari yellow,sold loose",SOUTH SOUTH,742.084411,,,,
01/02/2024,"Gari yellow,sold loose",SOUTH WEST,836.2294362,,,,
01/02/2024,"Groundnut oil: 1 bottle, specify bottle",NORTH CENTRAL,1746.187817,,,,
01/02/2024,"Groundnut oil: 1 bottle, specify bottle",NORTH EAST,1774.239828,,,,
01/02/2024,"Groundnut oil: 1 bottle, specify bottle",NORTH WEST,1814.071429,,,,
01/02/2024,"Groundnut oil: 1 bottle, specify bottle",SOUTH EAST,2427.184272,,,,
01/02/2024,"Groundnut oil: 1 bottle, specify bottle",SOUTH SOUTH,2203.027778,,,,
01/02/2024,"Groundnut oil: 1 bottle, specify bottle",SOUTH WEST,2235.185185,,,,
01/02/2024,Iced Sardine,NORTH CENTRAL,2754.905758,,,,
01/02/2024,Iced Sardine,NORTH EAST,2552.33154,,,,
01/02/2024,Iced Sardine,NORTH WEST,2314.571429,,,,
01/02/2024,Iced Sardine,SOUTH EAST,3243.598825,,,,
01/02/2024,Iced Sardine,SOUTH SOUTH,2432.998866,,,,
01/02/2024,Iced Sardine,SOUTH WEST,2465.732305,,,,
01/02/2024,Irish potato,NORTH CENTRAL,1178.279102,,,,
01/02/2024,Irish potato,NORTH EAST,613.6483073,,,,
01/02/2024,Irish potato,NORTH WEST,752.4202555,,,,
01/02/2024,Irish potato,SOUTH EAST,1376.334565,,,,
01/02/2024,Irish potato,SOUTH SOUTH,1645.951507,,,,
01/02/2024,Irish potato,SOUTH WEST,1313.188667,,,,
01/02/2024,Mackerel : frozen,NORTH CENTRAL,2582.839773,,,,
01/02/2024,Mackerel : frozen,NORTH EAST,2629.166494,,,,
01/02/2024,Mackerel : frozen,NORTH WEST,2391.777056,,,,
01/02/2024,Mackerel : frozen,SOUTH EAST,3659.770245,,,,
01/02/2024,Mackerel : frozen,SOUTH SOUTH,2386.454562,,,,
01/02/2024,Mackerel : frozen,SOUTH WEST,2853.449477,,,,
01/02/2024,Maize grain white sold loose,NORTH CENTRAL,710.4711964,,,,
01/02/2024,Maize grain white sold loose,NORTH EAST,682.2578271,,,,
01/02/2024,Maize grain white sold loose,NORTH WEST,580.4346855,,,,
01/02/2024,Maize grain white sold loose,SOUTH EAST,907.6053523,,,,
01/02/2024,Maize grain white sold loose,SOUTH SOUTH,815.0893791,,,,
01/02/2024,Maize grain white sold loose,SOUTH WEST,738.5435369,,,,
01/02/2024,Maize grain yellow sold loose,NORTH CENTRAL,713.2876814,,,,
01/02/2024,Maize grain yellow sold loose,NORTH EAST,683.1612806,,,,
01/02/2024,Maize grain yellow sold loose,NORTH WEST,570.7033282,,,,
01/02/2024,Maize grain yellow sold loose,SOUTH EAST,908.0902984,,,,
01/02/2024,Maize grain yellow sold loose,SOUTH SOUTH,790.490632,,,,
01/02/2024,Maize grain yellow sold loose,SOUTH WEST,737.6688879,,,,
01/02/2024,Mudfish (aro) fresh,NORTH CENTRAL,2366.001398,,,,
01/02/2024,Mudfish (aro) fresh,NORTH EAST,1858.766305,,,,
01/02/2024,Mudfish (aro) fresh,NORTH WEST,2531.184982,,,,
01/02/2024,Mudfish (aro) fresh,SOUTH EAST,3040.936405,,,,
01/02/2024,Mudfish (aro) fresh,SOUTH SOUTH,3180.047515,,,,
01/02/2024,Mudfish (aro) fresh,SOUTH WEST,3065.243038,,,,
01/02/2024,Mudfish : dried,NORTH CENTRAL,3252.470787,,,,
01/02/2024,Mudfish : dried,NORTH EAST,4266.771104,,,,
01/02/2024,Mudfish : dried,NORTH WEST,2756.014457,,,,
01/02/2024,Mudfish : dried,SOUTH EAST,5206.230665,,,,
01/02/2024,Mudfish : dried,SOUTH SOUTH,3187.298851,,,,
01/02/2024,Mudfish : dried,SOUTH WEST,3818.534221,,,,
01/02/2024,Onion bulb,NORTH CENTRAL,991.0044284,,,,
01/02/2024,Onion bulb,NORTH EAST,630.389883,,,,
01/02/2024,Onion bulb,NORTH WEST,546.7921098,,,,
01/02/2024,Onion bulb,SOUTH EAST,972.6140207,,,,
01/02/2024,Onion bulb,SOUTH SOUTH,1363.657126,,,,
01/02/2024,Onion bulb,SOUTH WEST,1047.606015,,,,
01/02/2024,"Palm oil: 1 bottle,specify bottle",NORTH CENTRAL,1563.949388,,,,
01/02/2024,"Palm oil: 1 bottle,specify bottle",NORTH EAST,1389.963203,,,,
01/02/2024,"Palm oil: 1 bottle,specify bottle",NORTH WEST,1530.277778,,,,
01/02/2024,"Palm oil: 1 bottle,specify bottle",SOUTH EAST,1504.729159,,,,
01/02/2024,"Palm oil: 1 bottle,specify bottle",SOUTH SOUTH,1326.388889,,,,
01/02/2024,"Palm oil: 1 bottle,specify bottle",SOUTH WEST,2048.774912,,,,
01/02/2024,Plantain(ripe),NORTH CENTRAL,807.408315,,,,
01/02/2024,Plantain(ripe),NORTH EAST,567.9149584,,,,
01/02/2024,Plantain(ripe),NORTH WEST,722.5491578,,,,
01/02/2024,Plantain(ripe),SOUTH EAST,960.1629288,,,,
01/02/2024,Plantain(ripe),SOUTH SOUTH,1220.994407,,,,
01/02/2024,Plantain(ripe),SOUTH WEST,846.0914856,,,,
01/02/2024,Plantain(unripe),NORTH CENTRAL,811.6522526,,,,
01/02/2024,Plantain(unripe),NORTH EAST,584.2078246,,,,
01/02/2024,Plantain(unripe),NORTH WEST,702.3304878,,,,
01/02/2024,Plantain(unripe),SOUTH EAST,835.5218946,,,,
01/02/2024,Plantain(unripe),SOUTH SOUTH,1229.112187,,,,
01/02/2024,Plantain(unripe),SOUTH WEST,1021.215344,,,,
01/02/2024,Rice agric sold loose,NORTH CENTRAL,1380.425899,,,,
01/02/2024,Rice agric sold loose,NORTH EAST,1109.718308,,,,
01/02/2024,Rice agric sold loose,NORTH WEST,1154.012196,,,,
01/02/2024,Rice agric sold loose,SOUTH EAST,1352.176023,,,,
01/02/2024,Rice agric sold loose,SOUTH SOUTH,1235.285319,,,,
01/02/2024,Rice agric sold loose,SOUTH WEST,1432.141242,,,,
01/02/2024,Rice local sold loose,NORTH CENTRAL,1319.9549,,,,
01/02/2024,Rice local sold loose,NORTH EAST,1214.223671,,,,
01/02/2024,Rice local sold loose,NORTH WEST,1073.917441,,,,
01/02/2024,Rice local sold loose,SOUTH EAST,1277.362081,,,,
01/02/2024,Rice local sold loose,SOUTH SOUTH,1133.292649,,,,
01/02/2024,Rice local sold loose,SOUTH WEST,1336.791538,,,,
01/02/2024,Rice Medium Grained,NORTH CENTRAL,1448.375883,,,,
01/02/2024,Rice Medium Grained,NORTH EAST,1300.597289,,,,
01/02/2024,Rice Medium Grained,NORTH WEST,1176.577301,,,,
01/02/2024,Rice Medium Grained,SOUTH EAST,1350.119246,,,,
01/02/2024,Rice Medium Grained,SOUTH SOUTH,1354.570596,,,,
01/02/2024,Rice Medium Grained,SOUTH WEST,1553.054955,,,,
01/02/2024,"Rice,imported high quality sold loose",NORTH CENTRAL,1803.696992,,,,
01/02/2024,"Rice,imported high quality sold loose",NORTH EAST,1266.187524,,,,
01/02/2024,"Rice,imported high quality sold loose",NORTH WEST,1462.24384,,,,
01/02/2024,"Rice,imported high quality sold loose",SOUTH EAST,1648.610523,,,,
01/02/2024,"Rice,imported high quality sold loose",SOUTH SOUTH,1446.627507,,,,
01/02/2024,"Rice,imported high quality sold loose",SOUTH WEST,1658.327374,,,,
01/02/2024,Sweet potato,NORTH CENTRAL,645.2647224,,,,
01/02/2024,Sweet potato,NORTH EAST,513.1190438,,,,
01/02/2024,Sweet potato,NORTH WEST,376.4206513,,,,
01/02/2024,Sweet potato,SOUTH EAST,537.8995625,,,,
01/02/2024,Sweet potato,SOUTH SOUTH,1115.231688,,,,
01/02/2024,Sweet potato,SOUTH WEST,880.5432275,,,,
01/02/2024,Tilapia fish (epiya) fresh,NORTH CENTRAL,2286.814903,,,,
01/02/2024,Tilapia fish (epiya) fresh,NORTH EAST,1134.248366,,,,
01/02/2024,Tilapia fish (epiya) fresh,NORTH WEST,2211.285714,,,,
01/02/2024,Tilapia fish (epiya) fresh,SOUTH EAST,3517.644211,,,,
01/02/2024,Tilapia fish (epiya) fresh,SOUTH SOUTH,2906.808651,,,,
01/02/2024,Tilapia fish (epiya) fresh,SOUTH WEST,2858.907407,,,,
01/02/2024,Titus:frozen,NORTH CENTRAL,2878.078949,,,,
01/02/2024,Titus:frozen,NORTH EAST,2503.135702,,,,
01/02/2024,Titus:frozen,NORTH WEST,2979.166667,,,,
01/02/2024,Titus:frozen,SOUTH EAST,3708.120176,,,,
01/02/2024,Titus:frozen,SOUTH SOUTH,2589.53835,,,,
01/02/2024,Titus:frozen,SOUTH WEST,2762.727587,,,,
01/02/2024,Tomato,NORTH CENTRAL,881.557301,,,,
01/02/2024,Tomato,NORTH EAST,688.1860891,,,,
01/02/2024,Tomato,NORTH WEST,566.960405,,,,
01/02/2024,Tomato,SOUTH EAST,1097.549497,,,,
01/02/2024,Tomato,SOUTH SOUTH,1414.729317,,,,
01/02/2024,Tomato,SOUTH WEST,1075.921201,,,,
01/02/2024,"Vegetable oil:1 bottle,specify bottle",NORTH CENTRAL,1856.455873,,,,
01/02/2024,"Vegetable oil:1 bottle,specify bottle",NORTH EAST,1607.793993,,,,
01/02/2024,"Vegetable oil:1 bottle,specify bottle",NORTH WEST,1660.886243,,,,
01/02/2024,"Vegetable oil:1 bottle,specify bottle",SOUTH EAST,1977.229652,,,,
01/02/2024,"Vegetable oil:1 bottle,specify bottle",SOUTH SOUTH,1936.666667,,,,
01/02/2024,"Vegetable oil:1 bottle,specify bottle",SOUTH WEST,2290.291326,,,,
01/02/2024,Wheat flour: prepacked (golden penny 2kg),NORTH CENTRAL,2258.208229,,,,
01/02/2024,Wheat flour: prepacked (golden penny 2kg),NORTH EAST,1709.942923,,,,
01/02/2024,Wheat flour: prepacked (golden penny 2kg),NORTH WEST,2739.214286,,,,
01/02/2024,Wheat flour: prepacked (golden penny 2kg),SOUTH EAST,2448.455912,,,,
01/02/2024,Wheat flour: prepacked (golden penny 2kg),SOUTH SOUTH,2403.125,,,,
01/02/2024,Wheat flour: prepacked (golden penny 2kg),SOUTH WEST,2061.338384,,,,
01/02/2024,Yam tuber,NORTH CENTRAL,1105.1676,,,,
01/02/2024,Yam tuber,NORTH EAST,759.0016961,,,,
01/02/2024,Yam tuber,NORTH WEST,880.8609132,,,,
01/02/2024,Yam tuber,SOUTH EAST,985.0070587,,,,
01/02/2024,Yam tuber,SOUTH SOUTH,1285.640116,,,,
01/02/2024,Yam tuber,SOUTH WEST,1043.080976,,,,
01/04/2024,Agric eggs medium size,NORTH CENTRAL,1777.09788,,,,
01/04/2024,Agric eggs medium size,NORTH EAST,1623.670136,,,,
01/04/2024,Agric eggs medium size,NORTH WEST,1634.399827,,,,
01/04/2024,Agric eggs medium size,SOUTH EAST,1679.357636,,,,
01/04/2024,Agric eggs medium size,SOUTH SOUTH,1573.583333,,,,
01/04/2024,Agric eggs medium size,SOUTH WEST,1786.328042,,,,
01/04/2024,Agric eggs(medium size price of one),NORTH CENTRAL,151.2538838,,,,
01/04/2024,Agric eggs(medium size price of one),NORTH EAST,134.23846,,,,
01/04/2024,Agric eggs(medium size price of one),NORTH WEST,156.8642559,,,,
01/04/2024,Agric eggs(medium size price of one),SOUTH EAST,147.7637192,,,,
01/04/2024,Agric eggs(medium size price of one),SOUTH SOUTH,151.75,,,,
01/04/2024,Agric eggs(medium size price of one),SOUTH WEST,161.6388889,,,,
01/04/2024,"Beans brown,sold loose",NORTH CENTRAL,1594.836349,,,,
01/04/2024,"Beans brown,sold loose",NORTH EAST,1128.384908,,,,
01/04/2024,"Beans brown,sold loose",NORTH WEST,966.8989836,,,,
01/04/2024,"Beans brown,sold loose",SOUTH EAST,1555.382169,,,,
01/04/2024,"Beans brown,sold loose",SOUTH SOUTH,1579.644839,,,,
01/04/2024,"Beans brown,sold loose",SOUTH WEST,1565.862522,,,,
01/04/2024,Beans:white black eye. sold loose,NORTH CENTRAL,1512.870036,,,,
01/04/2024,Beans:white black eye. sold loose,NORTH EAST,1038.390415,,,,
01/04/2024,Beans:white black eye. sold loose,NORTH WEST,924.6349935,,,,
01/04/2024,Beans:white black eye. sold loose,SOUTH EAST,1529.088212,,,,
01/04/2024,Beans:white black eye. sold loose,SOUTH SOUTH,1523.794951,,,,
01/04/2024,Beans:white black eye. sold loose,SOUTH WEST,1419.6056,,,,
01/04/2024,Beef Bone in,NORTH CENTRAL,4250.208073,,,,
01/04/2024,Beef Bone in,NORTH EAST,3313.466701,,,,
01/04/2024,Beef Bone in,NORTH WEST,3111.175889,,,,
01/04/2024,Beef Bone in,SOUTH EAST,3670.789848,,,,
01/04/2024,Beef Bone in,SOUTH SOUTH,5134.107143,,,,
01/04/2024,Beef Bone in,SOUTH WEST,3472.522744,,,,
01/04/2024,"Beef,boneless",NORTH CENTRAL,5252.982197,,,,
01/04/2024,"Beef,boneless",NORTH EAST,4131.349102,,,,
01/04/2024,"Beef,boneless",NORTH WEST,4026.941558,,,,
01/04/2024,"Beef,boneless",SOUTH EAST,5353.906617,,,,
01/04/2024,"Beef,boneless",SOUTH SOUTH,5241.581955,,,,
01/04/2024,"Beef,boneless",SOUTH WEST,4394.058597,,,,
01/04/2024,Bread sliced 500g,NORTH CENTRAL,1168.609697,,,,
01/04/2024,Bread sliced 500g,NORTH EAST,946.0198986,,,,
01/04/2024,Bread sliced 500g,NORTH WEST,953.5416667,,,,
01/04/2024,Bread sliced 500g,SOUTH EAST,1099.861639,,,,
01/04/2024,Bread sliced 500g,SOUTH SOUTH,1589.305556,,,,
01/04/2024,Bread sliced 500g,SOUTH WEST,1110.649767,,,,
01/04/2024,Bread unsliced 500g,NORTH CENTRAL,1203.783715,,,,
01/04/2024,Bread unsliced 500g,NORTH EAST,848.1486127,,,,
01/04/2024,Bread unsliced 500g,NORTH WEST,908.6614358,,,,
01/04/2024,Bread unsliced 500g,SOUTH EAST,1038.941965,,,,
01/04/2024,Bread unsliced 500g,SOUTH SOUTH,1546.486111,,,,
01/04/2024,Bread unsliced 500g,SOUTH WEST,1011.547619,,,,
01/04/2024,Broken Rice (Ofada),NORTH CENTRAL,1634.587591,,,,
01/04/2024,Broken Rice (Ofada),NORTH EAST,1385.893981,,,,
01/04/2024,Broken Rice (Ofada),NORTH WEST,1135.066137,,,,
01/04/2024,Broken Rice (Ofada),SOUTH EAST,1309.652708,,,,
01/04/2024,Broken Rice (Ofada),SOUTH SOUTH,1706.792929,,,,
01/04/2024,Broken Rice (Ofada),SOUTH WEST,2156.442304,,,,
01/04/2024,Catfish (obokun) fresh,NORTH CENTRAL,3011.177672,,,,
01/04/2024,Catfish (obokun) fresh,NORTH EAST,2397.625356,,,,
01/04/2024,Catfish (obokun) fresh,NORTH WEST,2842.605372,,,,
01/04/2024,Catfish (obokun) fresh,SOUTH EAST,3556.394115,,,,
01/04/2024,Catfish (obokun) fresh,SOUTH SOUTH,3750.835475,,,,
01/04/2024,Catfish (obokun) fresh,SOUTH WEST,3425.084712,,,,
01/04/2024,Catfish :dried,NORTH CENTRAL,4306.362019,,,,
01/04/2024,Catfish :dried,NORTH EAST,4201.293635,,,,
01/04/2024,Catfish :dried,NORTH WEST,3042.650381,,,,
01/04/2024,Catfish :dried,SOUTH EAST,5929.070054,,,,
01/04/2024,Catfish :dried,SOUTH SOUTH,3801.990882,,,,
01/04/2024,Catfish :dried,SOUTH WEST,4236.896682,,,,
01/04/2024,Catfish Smoked,NORTH CENTRAL,3371.691973,,,,
01/04/2024,Catfish Smoked,NORTH EAST,4048.551555,,,,
01/04/2024,Catfish Smoked,NORTH WEST,2748.067735,,,,
01/04/2024,Catfish Smoked,SOUTH EAST,3647.448491,,,,
01/04/2024,Catfish Smoked,SOUTH SOUTH,3484.291927,,,,
01/04/2024,Catfish Smoked,SOUTH WEST,3518.404762,,,,
01/04/2024,Chicken Feet,NORTH CENTRAL,3131.463266,,,,
01/04/2024,Chicken Feet,NORTH EAST,1537.489186,,,,
01/04/2024,Chicken Feet,NORTH WEST,2214.41,,,,
01/04/2024,Chicken Feet,SOUTH EAST,2487.484316,,,,
01/04/2024,Chicken Feet,SOUTH SOUTH,3318.194444,,,,
01/04/2024,Chicken Feet,SOUTH WEST,3243.425926,,,,
01/04/2024,Chicken Wings,NORTH CENTRAL,3996.447037,,,,
01/04/2024,Chicken Wings,NORTH EAST,2763.865601,,,,
01/04/2024,Chicken Wings,NORTH WEST,2413.748095,,,,
01/04/2024,Chicken Wings,SOUTH EAST,2710.212466,,,,
01/04/2024,Chicken Wings,SOUTH SOUTH,3949.393939,,,,
01/04/2024,Chicken Wings,SOUTH WEST,4086.527778,,,,
01/04/2024,Dried Fish Sardine,NORTH CENTRAL,3905.635449,,,,
01/04/2024,Dried Fish Sardine,NORTH EAST,4277.187579,,,,
01/04/2024,Dried Fish Sardine,NORTH WEST,2973.308586,,,,
01/04/2024,Dried Fish Sardine,SOUTH EAST,4494.425984,,,,
01/04/2024,Dried Fish Sardine,SOUTH SOUTH,3505.455628,,,,
01/04/2024,Dried Fish Sardine,SOUTH WEST,2975.578405,,,,
01/04/2024,Evaporated tinned milk carnation 170g,NORTH CENTRAL,603.3694657,,,,
01/04/2024,Evaporated tinned milk carnation 170g,NORTH EAST,673.5285026,,,,
01/04/2024,Evaporated tinned milk carnation 170g,NORTH WEST,595.7430472,,,,
01/04/2024,Evaporated tinned milk carnation 170g,SOUTH EAST,644.0060945,,,,
01/04/2024,Evaporated tinned milk carnation 170g,SOUTH SOUTH,736.6666667,,,,
01/04/2024,Evaporated tinned milk carnation 170g,SOUTH WEST,620,,,,
01/04/2024,"Evaporated tinned milk(peak), 170g",NORTH CENTRAL,626.7146672,,,,
01/04/2024,"Evaporated tinned milk(peak), 170g",NORTH EAST,749.1347208,,,,
01/04/2024,"Evaporated tinned milk(peak), 170g",NORTH WEST,699.8185941,,,,
01/04/2024,"Evaporated tinned milk(peak), 170g",SOUTH EAST,737.3099009,,,,
01/04/2024,"Evaporated tinned milk(peak), 170g",SOUTH SOUTH,835.7638889,,,,
01/04/2024,"Evaporated tinned milk(peak), 170g",SOUTH WEST,728.4490741,,,,
01/04/2024,Frozen chicken,NORTH CENTRAL,4958.361601,,,,
01/04/2024,Frozen chicken,NORTH EAST,4339.074801,,,,
01/04/2024,Frozen chicken,NORTH WEST,4195.315476,,,,
01/04/2024,Frozen chicken,SOUTH EAST,6780.536426,,,,
01/04/2024,Frozen chicken,SOUTH SOUTH,4587.430556,,,,
01/04/2024,Frozen chicken,SOUTH WEST,4523.397436,,,,
01/04/2024,"Gari white,sold loose",NORTH CENTRAL,773.5343958,,,,
01/04/2024,"Gari white,sold loose",NORTH EAST,752.6735453,,,,
01/04/2024,"Gari white,sold loose",NORTH WEST,681.7748704,,,,
01/04/2024,"Gari white,sold loose",SOUTH EAST,946.410733,,,,
01/04/2024,"Gari white,sold loose",SOUTH SOUTH,1031.188162,,,,
